scheme_link,details_text,eligibility_text,benefit_text,document,span_text
https://www.myscheme.gov.in/schemes/pmgsy,"With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations with a population of up to 500(Census 2001) in plain area and 250 and above in Special category States(States of North East, Jammu, and Kashmir, Himachal Pradesh, Uttarakhand), Desert Area as identified by Desert Development Program and 88 selected Backward Districts as identified by the Ministry of Home Affairs/Planning Commission as a strategy for poverty alleviation.",The benefits of the Pradhan Mantri Gram Sadak Yojana (PMGSY) are -1.  All-weather connection to the hamlets that are least or not connected.2.  Overall Development of the country allows for easy movement of goods and vehicles.3.  There are better employment opportunities for those from villages thanks to road connections.,BenefitsThe benefits of the Pradhan Mantri Gram Sadak Yojana (PMGSY) are -1.  All-weather connection to the hamlets that are least or not connected.2.  Overall Development of the country allows for easy movement of goods and vehicles.3.  There are better employment opportunities for those from villages thanks to road connections.,"Documents RequiredThe release of the second installment in a year shall be subject to the submission of the following documents:﻿1.  Utilisation Certificate for the funds released earlier, year-wise in the form prescribed.2.  Certificate by the Bank Manager indicating the balance amount on the date of issue of the Certificate and the interest credited.3.  A Certificate regarding the requisite physical completion of works4.  For all releases after October of a year, production of an Audited Statement of Accounts and a Balance Sheet and related Statements, duly certified by the Chartered Accountant for the accounts of the previous financial year.5.  Outputs of the relevant modules of the OMMAS, duly certified by the SRRDA as being correct and verified by the NRIDA6.  A certificate from the CEO of SRRDA that Maintenance funds required as per maintenance contracts in force had been spent during the previous financial year. For releases after May of a year, the certificate should also include that 50% of such maintenance fund requirements for the current Financial Year have been released by the State, whereas for releases after November, the certificate should be for 100% of such funds.﻿",Pradhan Mantri Gram Sadak Yojana
https://www.myscheme.gov.in/schemes/otcild-sw,"""One Time Cash Incentive towards Learning Driving"" is a Welfare Scheme by the Armed Forces Flag Day Fund of the Department of Sainik Welfare, Puducherry. Through this scheme, up to ₹4,000/- is provided to the unemployed Ex-servicemen (ESM) to learn to drive. The driving course should be taken from a Government-recognized School/Institution, with prior permission from the Department of Sainik Welfare, Puducherry. The applications are accepted offline.","A one-time cash incentive of ₹4,000/- is provided to take a course on driving.The amount is credited to the beneficiary’s Bank Account through RTGS/ NEFT.","BenefitsA one-time cash incentive of ₹4,000/- is provided to take a course on driving.The amount is credited to the beneficiary’s Bank Account through RTGS/ NEFT.",Documents RequiredIdentity Card of the ESM.Discharge Certificate of Ex-Serviceman.Proof of Successful Completion of the Driving Course.Declaration by the ESM.,One Time Cash Incentive towards Learning Driving (Sainik Welfare)
https://www.myscheme.gov.in/schemes/mlgs,"""Mumkin - Livelihood Generation Scheme"" is an initiative launched by the Jammu & Kashmir State specifically aimed at empowering its young population. Recognizing the challenges faced by unemployed youth, this program offers financial assistance to help them embark on their journey towards self-employment. By providing subsidies and facilitating bank loans, Mumkin removes a significant financial barrier for aspiring young entrepreneurs, allowing them to invest in small commercial vehicles and establish themselves within the transportation sector. This not only fosters self-reliance among Jammu & Kashmir's youth but also injects fresh energy and resources into the local economy.","Up to ₹80,000 subsidy (or 10% of on-road price, whichever is lower) per beneficiary from Mission Youth.Matching subsidy from the vehicle manufacturer (equal to Mission Youth's contribution).","BenefitsUp to ₹80,000 subsidy (or 10% of on-road price, whichever is lower) per beneficiary from Mission Youth.Matching subsidy from the vehicle manufacturer (equal to Mission Youth's contribution).",Documents RequiredDriver Photograph.Domicile Certificate/Ration Card.Birth CertificateApplicant Driving License.Driver Driving License.AffidavitUnemployment Certificate.,Mumkin - Livelihood Generation Scheme
https://www.myscheme.gov.in/schemes/makimstc,"Labor Department of Chhattisgarh State started this scheme ""Mukhyamantri Asangathit Karmakar Ijjat Monthly Season Ticket Card Yojana"" for unorganized worker on 19 June 2017. The main objective of the scheme to empower unorganized worker by providing travel pass for train.",Train pass for daily travel up to a maximum of 150 kilometers.,BenefitsTrain pass for daily travel up to a maximum of 150 kilometers.,Documents RequiredRegistration certificate.Aadhar card.Address proof.Mobile number.,Mukhyamantri Asangathit Karmakar Ijjat Monthly Season Ticket Card Yojana
https://www.myscheme.gov.in/schemes/spy-gbocwwb,"The “Shramik Parivahan Yojana” is implemented by the Gujarat Building and Other Construction Worker’s Welfare Board (GBOCWWB), Labour, Skill Development & Employment Department, Government of Gujarat. Under the scheme, the registered construction workers will be provided a bus pass through the Municipal Corporation at a concessional rate for commuting from Kadianaka to the workplace.","Under the scheme, registered construction workers will receive a bus pass at a concessional rate for commuting from Kadianaka to the workplace.Under the scheme, the beneficiary is required to contribute 20% of the pass amount, while the board covers the remaining 80%.Note:The pass shall be issued at a concessional rate monthly or quarterly or six-monthly or annually as per the demand of the registered construction worker.","BenefitsUnder the scheme, registered construction workers will receive a bus pass at a concessional rate for commuting from Kadianaka to the workplace.Under the scheme, the beneficiary is required to contribute 20% of the pass amount, while the board covers the remaining 80%. Note: The pass shall be issued at a concessional rate monthly or quarterly or six-monthly or annually as per the demand of the registered construction worker.",Documents RequiredAadhaar CardE-Nirman Card2 Passport size photographs,Shramik Parivahan Yojana (GBOCWWB)
https://www.myscheme.gov.in/schemes/mlgs,"""Mumkin - Livelihood Generation Scheme"" is an initiative launched by the Jammu & Kashmir State specifically aimed at empowering its young population. Recognizing the challenges faced by unemployed youth, this program offers financial assistance to help them embark on their journey towards self-employment. By providing subsidies and facilitating bank loans, Mumkin removes a significant financial barrier for aspiring young entrepreneurs, allowing them to invest in small commercial vehicles and establish themselves within the transportation sector. This not only fosters self-reliance among Jammu & Kashmir's youth but also injects fresh energy and resources into the local economy.","Up to ₹80,000 subsidy (or 10% of on-road price, whichever is lower) per beneficiary from Mission Youth.Matching subsidy from the vehicle manufacturer (equal to Mission Youth's contribution).","BenefitsUp to ₹80,000 subsidy (or 10% of on-road price, whichever is lower) per beneficiary from Mission Youth.Matching subsidy from the vehicle manufacturer (equal to Mission Youth's contribution).",Documents RequiredDriver Photograph.Domicile Certificate/Ration Card.Birth CertificateApplicant Driving License.Driver Driving License.AffidavitUnemployment Certificate.,Mumkin - Livelihood Generation Scheme
https://www.myscheme.gov.in/schemes/ftstbdp,"The scheme ""Free Travel in S.T Bus to the Disabled Persons"" was launched by the Director Social Defence, Department of Social Justice & Empowerment, Government of Gujarat. Under this scheme, the benefit of free travel in all types of busses of the Gujarat State Road Transport Corporation is provided to Persons with Disabilities in all state routes and also provides the benefit of travel to the last route out of state. The scheme is fully funded by the state government.","Under this scheme, a free traveling facility is provided to Persons with Disabilities in all types of buses of Gujarat State Road Transport Corporation.The benefit of free travel is also provided up to the final/last station of the bus route in the case of travel outside the state of Gujarat.A card is also issued by the District Social Defense Officer after the approval of the application.","BenefitsUnder this scheme, a free traveling facility is provided to Persons with Disabilities in all types of buses of Gujarat State Road Transport Corporation.The benefit of free travel is also provided up to the final/last station of the bus route in the case of travel outside the state of Gujarat.A card is also issued by the District Social Defense Officer after the approval of the application.",Documents RequiredPassport-size PhotographCopy of Aadhaar cardProof of Residence (Ration Card/Electricity Bill/Driving License/Aaadhar Card/Election Card)Proof of Age (School Leaving Certificate/Medical Certificate/Birth Certificate) Disability Medical Certificate from the District Civil Surgeon/Medical Superintendent showing the percentage of disability of the applicant Any other documents as required,Free Travel in S.T Bus to the Disabled Persons
https://www.myscheme.gov.in/schemes/slstt,"The scheme ""Sri Lanka's Sita Temple Tour"" was started by the Religious Trusts and Endowments Department, Government of Madhya Pradesh. The objective of this scheme is to provide financial assistance to state pilgrims traveling to the Sita Temple and Ashoka Vatika in Sri Lanka, as well as the Angkor Wat Temple in Cambodia.","Under this scheme, natives of Madhya Pradesh who complete visits to Sita Temple & Ashok Vatika in Sri Lanka, as well as Angkor Wat Temple in Cambodia, are eligible for reimbursement.Upon submission of the certificate detailing the actual expenses incurred, the State Government will reimburse 50% of the total expenses, up to a maximum of ₹30,000/-.","BenefitsUnder this scheme, natives of Madhya Pradesh who complete visits to Sita Temple & Ashok Vatika in Sri Lanka, as well as Angkor Wat Temple in Cambodia, are eligible for reimbursement.Upon submission of the certificate detailing the actual expenses incurred, the State Government will reimburse 50% of the total expenses, up to a maximum of ₹30,000/-.","Documents RequiredPassport-size photographIdentity proof i.e. Aadhaar cardDomicile certificate of Madhya PradeshPhotocopy of	PassportDetails/documents of expenditure incurred on the journeyCertificate of completion of visit to Sita Temple & Ashoka Vatika in Sri Lanka and Angkor Wat Temple, CambodiaBank passbook/bank account detailsAny other required documents",Sri Lanka's Sita Temple Tour
https://www.myscheme.gov.in/schemes/cmpsy,The scheme “Chief Minister’s Paryatan Siksha Yojana” was launched by the Government of Arunachal Pradesh to promote tourism and develop the industry by means of trained individuals.,"Sponsorship to study and take up courses in the field of tourism.The local youths may enroll in courses such as B.Sc. (Hospitality and Catering) and Diploma/PGD courses (Food Production, Food & Beverage Service, Front Office, Housekeeping, Bakery & Confectionaries).8 students of the State will be sponsored to take up B. Sc. (H&C) for 3 years degree course in a prestigious Institute recognized by the Ministry of Tourism, Government of India.25 students of the State will be sponsored to take up a Diploma course for one and half years in five demand-driven categories being offered by the Food Craft Institute, Nagaon, Assam which is affiliated with National Council for Hotel Management and Catering Technology.","BenefitsSponsorship to study and take up courses in the field of tourism.The local youths may enroll in courses such as B.Sc. (Hospitality and Catering) and Diploma/PGD courses (Food Production, Food & Beverage Service, Front Office, Housekeeping, Bakery & Confectionaries).8 students of the State will be sponsored to take up B. Sc. (H&C) for 3 years degree course in a prestigious Institute recognized by the Ministry of Tourism, Government of India.25 students of the State will be sponsored to take up a Diploma course for one and half years in five demand-driven categories being offered by the Food Craft Institute, Nagaon, Assam which is affiliated with National Council for Hotel Management and Catering Technology.",Documents RequiredIdentity proof i.e. Aadhaar Card.2 number of recent Passport size photographsClass X & XII marks sheet or equivalent ST/PRC CertificateAny other documents as demanded by the District Tourism Officer during the selection process.﻿,Chief Minister�s Paryatan Siksha Yojana
https://www.myscheme.gov.in/schemes/cmpvy,The scheme “Chief Minister’s Paryatan Vikas Yojna (CMPVY)” was launched by the Government of Arunachal Pradesh to develop tourism facilities in the state to attract more tourism.,Direct loan subsidy of ₹5.00 lakh is provided to open Patisserie.Homestays and procure equipment for adventure tourism.,BenefitsDirect loan subsidy of ₹5.00 lakh is provided to open Patisserie.Homestays and procure equipment for adventure tourism.,"Documents RequiredIdentity proof i.e. Aadhaar Card, Voter ID card, etc.Passport-size photographsBank Account number/ front page of the passbookRegistration certificate with the Department of Tourism.Training certificates of Dept. of Tourism (if applicable)Registration certificate as a tour operator with the dept. of Tourism (for Cab Service Operators and Patisseries, Food courts)Any other document, as requested by the Department of Tourism.",Chief Minister�s Paryatan Vikas Yojana
https://www.myscheme.gov.in/schemes/mtyyd,Details,"BenefitsFree travel for senior citizens who cannot bear to travel alone.Delhi Govt sent senior citizens living in Delhi’s old age homes on a trip.In case of travelling with a spouse, the facility of only one attendant will be available.The Delhi government bears all the expenses on the pilgrimage, including the travel, food and accommodation charges.Facilities like paramedical staff and attendants are also provided during the journey.","BenefitsBenefitsFree travel for senior citizens who cannot bear to travel alone.Delhi Govt sent senior citizens living in Delhi’s old age homes on a trip.In case of travelling with a spouse, the facility of only one attendant will be available.The Delhi government bears all the expenses on the pilgrimage, including the travel, food and accommodation charges.Facilities like paramedical staff and attendants are also provided during the journey.","Documents RequiredList of the required documentsApplication in the prescribed Form along with Self Declaration.Self-Attested copy of medical certificate mentioning the applicant/Spouse is mentally/physically fit to undertake the proposed journey.Self-Attested Copies of Delhi Voter ID Card (For Applicant/Spouse).Self Declaration.Copy of Certificate from MLA for the residence of his/her constituency or any Minister from GNCT of Delhi or Chairman , Tirath Yaatra Vikas Samiti GNCT of Delhi.",Mukhyamantri Tirth Yatra Yojana - Delhi
https://www.myscheme.gov.in/schemes/mtdip,Homestays: Provision of affordable accommodation to tourists in private houses with basic amenities would help in bridging the gap in the shortage of accommodation in the State during the tourist season.,"To encourage public participation in the tourism sector, homestay accommodation would be given an incentive as follows:-1)	Assistance of 30% of the project cost limiting the project cost to a maximum of Rs 16.00 Lakhs2)	The maximum number of rooms that can be constructed under this scheme will be limited to 4 ( four) rooms3)	Each room should necessarily be having a minimum area of approximately 15 sq. m4)	Each room should consist of a bedroom and an attached toilet with modern fittings and a walk-in closet.5)	Entrepreneur’s contribution would amount to 2% of the project cost﻿To encourage private participation in the construction of such resorts incentives would be given to entrepreneurs as follows :-1)	 Assistance of 30% of the project cost limiting the project cost to Rs 1.00 Crores2)	The resorts should consist of minimum 10 ( ten) numbers of rooms3)	Each Cottage should have a minimum plinth area of 24 sq m4)	Should have spaces for central reception area with lobby, restaurant, kitchen etc having a built up area of 240 sq m approximately.5)	Entrepreneur’s contribution would amount to 2% of the project cost﻿","BenefitsTo encourage public participation in the tourism sector, homestay accommodation would be given an incentive as follows:-1)	Assistance of 30% of the project cost limiting the project cost to a maximum of Rs 16.00 Lakhs2)	The maximum number of rooms that can be constructed under this scheme will be limited to 4 ( four) rooms3)	Each room should necessarily be having a minimum area of approximately 15 sq. m 4)	Each room should consist of a bedroom and an attached toilet with modern fittings and a walk-in closet. 5)	Entrepreneur’s contribution would amount to 2% of the project cost ﻿To encourage private participation in the construction of such resorts incentives would be given to entrepreneurs as follows :- 1)	 Assistance of 30% of the project cost limiting the project cost to Rs 1.00 Crores2)	The resorts should consist of minimum 10 ( ten) numbers of rooms 3)	Each Cottage should have a minimum plinth area of 24 sq m 4)	Should have spaces for central reception area with lobby, restaurant, kitchen etc having a built up area of 240 sq m approximately. 5)	Entrepreneur’s contribution would amount to 2% of the project cost﻿","Documents Required﻿Application Form﻿Identity and existence of ApplicantCopy of record of right over the project land.Affidavit in enclosed format II with the application form.Prescribed cost of application form and scheme brochure.Copy of last submitted income tax return, if any.A copy of the Detailed Project Report submitted to any FI/Bank indicating the feasibility of the project.Letter from FI/Bank that the loan case is under consideration. A key map of the project land (free hand sketch) showing the layout of the project and land boundary features, source of water, electricity (if any), existing land use etc.NOC for the creation of such a facility in that area",Meghalaya Tourism Development & Investment Promotion
https://www.myscheme.gov.in/schemes/acbbhses,"The Directorate of Tourism, Andaman & Nicobar Administration, is implementing the ‘Andaman & Nicobar Bed & Breakfast/Homestay Scheme’ all over the Island based on the approved guidelines of the Ministry of Tourism, Govt. of India, under the scheme “Incredible India Bed & Breakfast/Homestay Establishment”. The concept of the scheme is to provide supplementary and quality accommodation for foreigners and domestic tourists to stay with an Indian family to experience Indian customs and traditions.","The scheme will be on a bed-and-breakfast basis, and charges will have to be levied accordingly. The type of breakfast to be offered will have to be specified, the charges will have to be displayed, and the visitors will have to be informed in advance to avoid unnecessary disputes.Once an establishment applies for classification or reclassification, it will have to be ready at all times for inspection by the Classification Committee. No requests for deferment of inspection will be entertained.Classification will be valid for three years from the date of issue of orders or, in the case of reclassification, from the date of expiry of the last classification, provided that the application has been received within the stipulated time, i.e., 3 months before the expiry of the last classification.The application fee payable for classification or reclassification of a B&B or homestay will be as follows, and the demand draft will be payable to the Sr. Accounts Officer, Directorate of IP&T, Port Blair.Star CategoryFor Classification / ReclassificationSilver₹ 1000/-Gold₹ 2000/-﻿","BenefitsThe scheme will be on a bed-and-breakfast basis, and charges will have to be levied accordingly. The type of breakfast to be offered will have to be specified, the charges will have to be displayed, and the visitors will have to be informed in advance to avoid unnecessary disputes.Once an establishment applies for classification or reclassification, it will have to be ready at all times for inspection by the Classification Committee. No requests for deferment of inspection will be entertained.Classification will be valid for three years from the date of issue of orders or, in the case of reclassification, from the date of expiry of the last classification, provided that the application has been received within the stipulated time, i.e., 3 months before the expiry of the last classification.The application fee payable for classification or reclassification of a B&B or homestay will be as follows, and the demand draft will be payable to the Sr. Accounts Officer, Directorate of IP&T, Port Blair.Star CategoryFor Classification / ReclassificationSilver₹ 1000/-Gold₹ 2000/-﻿",Documents RequiredNo Documents required for this Scheme,Andaman & Nicobar Bed & Breakfast / Home Stay Establishment Scheme
https://www.myscheme.gov.in/schemes/skhausy,"Labor Department of Chhattisgarh State started this scheme ""Safai Karmakar Hetu Aavashyak Upakaran Sahayata Yojana"" for unorganized worker on 02 September 2015. The main objective of the scheme to empower unorganized worker by providing required equipment for their work.","Registered sanitation workers will receive a grant of ₹ 700/- (Indian Rupees seven hundred only) to purchase essential equipment such as gum boots, gloves, masks, and aprons.Assistance amount will be provided every year.","BenefitsRegistered sanitation workers will receive a grant of ₹ 700/- (Indian Rupees seven hundred only) to purchase essential equipment such as gum boots, gloves, masks, and aprons.Assistance amount will be provided every year.",Documents RequiredApplication FormLabor registration Card.Aadhaar Card. Proof of being a sanitation worker.,Safai Karmakar Hetu Aavashyak Upakaran Sahayata Yojana
https://www.myscheme.gov.in/schemes/amrut,The purpose of the Atal Mission for Rejuvenation and Urban Transformation (AMRUT) is to,"The components of the AMRUT consist of capacity building, reform implementation, water supply, sewerage and septage management, storm water drainage, urban transport and development of green spaces and parks. During the process of planning, the Urban Local Bodies (ULBs) will strive to include some smart features in the physical infrastructure components.﻿The details of the Mission components are given below.Water SupplyWater supply systems including augmentation of existing water supply, water treatment plants and universal metering.Rehabilitation of old water supply systems, including treatment plants.Rejuvenation of water bodies specifically for drinking water supply and recharging of ground water.Special water supply arrangement for difficult areas, hill and coastal cities, including those having water quality problems (e.g. arsenic, fluoride)﻿SewerageDecentralised, networked underground sewerage systems, including augmentation of existing sewerage systems and sewage treatment plants.Rehabilitation of old sewerage system and treatment plants.Recycling of water for beneficial purposes and reuse of wastewater.﻿SeptageFaecal Sludge Management- cleaning, transportation and treatment in a cost-effective manner.Mechanical and biological cleaning of sewers and septic tanks and recovery of operational cost in full.﻿Storm Water DrainageConstruction and improvement of drains and storm water drains in order to reduce and eliminate flooding.﻿Urban TransportFerry vessels for inland waterways (excluding port/bay infrastructure) and buses.Footpaths/walkways, sidewalks, foot over-bridges and facilities for non-motorised transport (e.g. bicycles).Multi-level parking.Bus Rapid Transit System (BRTS).﻿Green space and parksDevelopment of green space and parks with special provision for child-friendlycomponents.﻿Reforms management & supportSupport structures, activities and funding support for reform implementation.Independent Reform monitoring agencies.﻿Capacity BuildingThis has two components- individual and institutional capacity building.The capacity building will not be limited to the Mission Cities, but will be extended to other ULBs as well.Continuation of the Comprehensive Capacity Building Programme (CCBP) after its realignment towards the new Missions.﻿Indicative (not exhaustive) list of inadmissible componentsPurchase of land for projects or project related works,Staff salaries of both the State Governments/ULBs,Power,Telecom,Health,Education, andWage employment programme and staff component.","BenefitsThe components of the AMRUT consist of capacity building, reform implementation, water supply, sewerage and septage management, storm water drainage, urban transport and development of green spaces and parks. During the process of planning, the Urban Local Bodies (ULBs) will strive to include some smart features in the physical infrastructure components.﻿The details of the Mission components are given below.Water SupplyWater supply systems including augmentation of existing water supply, water treatment plants and universal metering.Rehabilitation of old water supply systems, including treatment plants.Rejuvenation of water bodies specifically for drinking water supply and recharging of ground water.Special water supply arrangement for difficult areas, hill and coastal cities, including those having water quality problems (e.g. arsenic, fluoride)﻿SewerageDecentralised, networked underground sewerage systems, including augmentation of existing sewerage systems and sewage treatment plants.Rehabilitation of old sewerage system and treatment plants.Recycling of water for beneficial purposes and reuse of wastewater.﻿SeptageFaecal Sludge Management- cleaning, transportation and treatment in a cost-effective manner.Mechanical and biological cleaning of sewers and septic tanks and recovery of operational cost in full.﻿Storm Water DrainageConstruction and improvement of drains and storm water drains in order to reduce and eliminate flooding.﻿Urban TransportFerry vessels for inland waterways (excluding port/bay infrastructure) and buses.Footpaths/walkways, sidewalks, foot over-bridges and facilities for non-motorised transport (e.g. bicycles).Multi-level parking.Bus Rapid Transit System (BRTS).﻿Green space and parksDevelopment of green space and parks with special provision for child-friendlycomponents.﻿Reforms management & supportSupport structures, activities and funding support for reform implementation.Independent Reform monitoring agencies.﻿ Capacity BuildingThis has two components- individual and institutional capacity building.The capacity building will not be limited to the Mission Cities, but will be extended to other ULBs as well.Continuation of the Comprehensive Capacity Building Programme (CCBP) after its realignment towards the new Missions.﻿Indicative (not exhaustive) list of inadmissible componentsPurchase of land for projects or project related works,Staff salaries of both the State Governments/ULBs,Power,Telecom,Health,Education, andWage employment programme and staff component.",Documents RequiredThere are no documents required for the scheme.,Atal Mission For Rejuvenation And Urban Transformation
https://www.myscheme.gov.in/schemes/pahal-dbtl,"PAHAL (DBTL) has been introduced to curb the diversion of subsidized LPG. Under the scheme, Consumers will pay the market price for the domestic cylinder and the subsidy will be transferred directly to their bank account. This removes the incentive to divert the domestic LPG cylinders, which moved in the supply chain at almost half of their real market price.","A. Government of Indiai. The launch of PAHAL (DBTL) will reduce the subsidy burden due to:a) Elimination of supply chain leakages and unauthorized usage.b) Allow consumers to opt out of subsidy, andc) Reduction in multiple connections by way of Aadhaar-based De-duplication.ii. Improvement in public service delivery.﻿B. LPG Consumersi. LPG Consumers get LPG subsidies in cash directly in their bank account automatically.ii. With the removal of the incentive for diversion, the entitlement will be protectediii. Improved availability of new LPG connections in the market.iv. Reduction in back-log due to reduced diversion﻿C. Oil Marketing Companies (OMC)i. Reduction in administrative overheads due to:a) Lesser policingb) Reduction in grievances related to unauthorized usage, diversion, and delayed deliveries.c) Public auditing of Subsidyii. Allow focus on consumer relationship managementiii. Improved quality of consumer database which can be leveraged for better data mining leading to improved services.iv. Removal of multiple connections / fake & ghost LPG consumers.v. Reduction in product shortage and better management of imports.","BenefitsA. Government of India i. The launch of PAHAL (DBTL) will reduce the subsidy burden due to: a) Elimination of supply chain leakages and unauthorized usage. b) Allow consumers to opt out of subsidy, and c) Reduction in multiple connections by way of Aadhaar-based De-duplication. ii. Improvement in public service delivery.﻿B. LPG Consumers i. LPG Consumers get LPG subsidies in cash directly in their bank account automatically. ii. With the removal of the incentive for diversion, the entitlement will be protected iii. Improved availability of new LPG connections in the market. iv. Reduction in back-log due to reduced diversion ﻿C. Oil Marketing Companies (OMC) i. Reduction in administrative overheads due to: a) Lesser policing b) Reduction in grievances related to unauthorized usage, diversion, and delayed deliveries. c) Public auditing of Subsidy ii. Allow focus on consumer relationship management iii. Improved quality of consumer database which can be leveraged for better data mining leading to improved services. iv. Removal of multiple connections / fake & ghost LPG consumers. v. Reduction in product shortage and better management of imports.","Documents RequiredForm 1 -  Submit a copy of the Aadhaar letter to the LPG distributor or bankForm 2 - Aadhaar letter, in addition to residential proof, to be submitted to the LPG distributorForm 3 -  A copy of a current refill slip consisting of a 17-digit LPG ID numberForm 4 - A copy of a bank passbook's front page and a canceled cheque",Pratyaksh Hanstantrit Labh / Direct Benefits Transfer For LPG
https://www.myscheme.gov.in/schemes/pmuy,"In May 2016, the Ministry of Petroleum and Natural Gas (MOPNG), introduced the ‘Pradhan Mantri Ujjwala Yojana’ (PMUY) as a flagship scheme with an objective to make clean cooking fuel such as LPG available to the rural and deprived households which were otherwise using traditional cooking fuels such as firewood, coal, cow-dung cakes etc. Usage of traditional cooking fuels had detrimental impacts on the health of rural women as well as on the environment.","Rs. 1600 for a connection 14.2kg cylinder or Rs. 1150 for a 5 kg cylinder.Additionally, All PMUY beneficiaries will be provided with first LPG refill and Stove (hot plate) both free of cost along with their deposit free connection.﻿Note:Priority would be given to the states which have lower LPG coverage (Compared to the national average) as on 1st Jan 2016.","BenefitsRs. 1600 for a connection 14.2kg cylinder or Rs. 1150 for a 5 kg cylinder. Additionally, All PMUY beneficiaries will be provided with first LPG refill and Stove (hot plate) both free of cost along with their deposit free connection.﻿Note: Priority would be given to the states which have lower LPG coverage (Compared to the national average) as on 1st Jan 2016.",Documents RequiredValid Photo IDRation Card issued by the State from which application is being made/ other State Govt. document certifying family composition/ Self-Declaration as per Annexure I (for migrant applicants)Proof of Address - Aadhaar will be taken as Proof of Identity and Proof of Address if the connection is required in the same address. In that case only Aadhaar is sufficient.Bank Account Number and IFSC.Aadhaar (not mandatory for Assam and Meghalaya)Passport size photograph﻿,Pradhan Mantri Ujjwala Yojana
https://www.myscheme.gov.in/schemes/sbm-u,A sanitation scheme for the construction of Individual Household Latrines (IHHL) for urban households. The Mission has the following components:,"A Financial support of minimumRs - 6667 (in Andhra Pradesh ,Bihar, Chhattisgarh ,Goa, Gujarat, Haryana, Jharkhand, Karnataka ,Kerala, Madhya Pradesh, Maharashtra ,Odisha, Punjab, Rajasthan, Tamil Nadu, Telangana, Uttar Pradesh, West Bengal),Rs - 12,000 (in Uttarakhand, Himachal Pradesh, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Assam)Rs - 5333 (in Union Territories) is provided for Toilet Construction﻿﻿","BenefitsA Financial support of minimum Rs - 6667 (in Andhra Pradesh ,Bihar, Chhattisgarh ,Goa, Gujarat, Haryana, Jharkhand, Karnataka ,Kerala, Madhya Pradesh, Maharashtra ,Odisha, Punjab, Rajasthan, Tamil Nadu, Telangana, Uttar Pradesh, West Bengal), Rs - 12,000 (in Uttarakhand, Himachal Pradesh, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Assam) Rs - 5333 (in Union Territories) is provided for Toilet Construction﻿﻿",Documents RequiredIndicative DocumentsAadhar Linked Transfer of IncentiveAadhar NumberBank Account Detail - Passbook Photograph,Swachh Bharat Mission � Urban 2.0
https://www.myscheme.gov.in/schemes/bsy,Detailed,"BenefitsThe Bal Sakha Yojana provides expert care to newborn babies to ensure child healthUnder this scheme, the paediatrician attends all eligible newborns at the place of birth and has to ensure their survival by providing early neonatal care including immunizations at birth, nutrition advice.﻿","BenefitsBenefitsThe Bal Sakha Yojana provides expert care to newborn babies to ensure child healthUnder this scheme, the paediatrician attends all eligible newborns at the place of birth and has to ensure their survival by providing early neonatal care including immunizations at birth, nutrition advice.﻿",Documents RequiredList of the required documents The women are required to have BPL or APL ration cards.Tribal certificate.Authorization by a locally recognized authority.The application form is available from the hospital itself.Income certificate of parents up to Rs. 2 lakhs.Aadhar card.,Bal Sakha Yojana Scheme
https://www.myscheme.gov.in/schemes/gmgmach,"The scheme “Grant of Mahatma Gandhi Memorial Award for Clean Houses” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to motivate the Scheduled Caste people to keep their houses neat and tidy. Incentives in the form of household articles worth ₹500/- for each selected beneficiary is being given.",Incentives worth ₹500/- in the form of household articles.,BenefitsIncentives worth ₹500/- in the form of household articles.,Documents RequiredResidence-cum-nativity Certificate.Aadhaar Card.Bank Passbook.Caste Certificate.Recent passport-size photograph.,Grant of Mahatma Gandhi Memorial Award for Clean Houses
