scheme_link,details_text,eligibility_text
https://www.myscheme.gov.in/schemes/dbhs-2bhks,"The government of Telangana formulated the double bed room housing scheme in the month of October 2015 with a view to providing dignity to the poor by providing 100% subsidized housing. There is no beneficiary contribution under this scheme which is one of its kind. In rural areas, beneficiaries solely depend on seasonal conditions for their earnings, the 2BHK housing helped in protecting them from debt traps as was the case in the past.","The ""Double Bedroom Housing"", covering the 560 Sqft plinth area, provides one Master Bedroom (90 sq. ft), one Normal Bedroom (81 sq. ft), one Living Room (140 sq. ft), one Kitchen (36 sq. ft), one Toilet (22 sq. ft), one Toilet (18 sq. ft), Stair Case (82 sq. ft), Wash Area (20 sq. ft), Wall Area (71 sq. ft).The plot area is 125 sq yards for an independent house in a rural area and worked out to 36 Sq yards of undivided land share in G++ pattern houses in urban areas.The land is provided free of cost apart from the cost of the dwelling unit.No beneficiary contribution.﻿GOVERNMENT INITIATIVESCement supply @ ₹ 230/- per Bag for the next 3 years (i.e. upto October 2019).Exemption of basic cost and seigniorage on the sand.EMD amount is reduced from 2.5% to 1%.FSD is reduced from 7.5% to 2%.The bid capacity of the contractor i.e. (2AN-B) reduced to  25 % of ECV in respect of the 2nd call of tenders whenever there is no response for the 1st call.Registration of private builders is also allowed with the concerned SE (Regional Officer) as per their turnover certificate.Toilets under Swatch Bharath can be tied up at the district level.Supply of Fly ash free of cost up to 100 KMs and with 50% of transportation cost above 100 to 300 kms.The defective liability period is reduced from 2 years to 1 year.Permitted for price adjustment of steel for all ongoing 2BHK works."
https://www.myscheme.gov.in/schemes/icwf,A scheme by Ministry of External Affairs (MEA) for the welfare of Overseas Indians; assisting them in distress situations.,"﻿Assisting Overseas Indian nationals in distress situations:﻿Transportation of Mortal Remains and expenditure on incidentals of deceased Indian national to India or local cremation/burial of deceased in such cases where the employer, sponsor or insurance company is unable or unwilling to do so as per the contract and the family is unable to meet the cost.Boarding and lodging for deserving distressed Indian nationals abroad on a means tested basis in budget category or shelters run by Mission/Post or NGOs empanelled with Mission.Air passage to India to stranded Overseas Indian nationalsLegal Assistance on a means tested basis to deserving overseas Indian nationals who have committed minor crimes, offences or have been falsely implicated by their employer and put in jails; fishermen/seamen/sailors/Indian students in distress;Payment for small fines and penalties in respect of Indian nationals for minor offences/crimes; for illegal stay in the host country where prima facie the worker is not at fault, and to enable release of Indian nationals from jail/detention centerEmergency Medical Care on means tested basis to overseas Indians who are involved in an accident (with serious life threatening injuries) have life-threatening medical conditions or suffer a serious disability.﻿Support for Community Welfare activities:﻿To promote Indian Culture by organizing cultural programmes by recognized Indian Diaspora organizations at major Indian Festivals, National Days of India; Indian culture Programs by recognized local artists or Indian artists based in India etc.Payment of honorarium for teachers/faculty teaching Indian languages, art forms.Welfare activities for Indian students towards organizing Annual Day for Indian students at Universities/educational institutions to discuss problems, issues faced by Indian students, including their visa, residence status, work permit, financial, welfare and other issues with participation of students.﻿Improvement in Consular services:﻿Hiring of limited additional staff for rendering various consular servicesHiring vehicles on a need basis for visits to jails, police stations; detention centres; labour camps; welfare camps; shelters for distressed Indians; prisons; hospitals; morgues and to airports for deportation/repatriation of distressed Indian nationals.Hiring of local interpreters on a case-to-case basis for consular visits.Design, publication, translation costs of pamphlets by Mission/Post about local labour laws, regulations, norms, dos & don’ts, welfare measures pertaining to overseas employment in the host country.Organizing labour camps / consular camps for interacting with Indian migrant workers and informing them about issues related to overseas employment; labour laws; welfare and protection measures of the government.Setting up 24 x 7 toll-free helplines, walk-in resource centres for providing information, advise, guidance on problems faced by distressed Indian nationals; and helping them register their grievance with the Mission/Post.Development of e-Governance solutions, applications to address Consular/ welfare matters.﻿"
https://www.myscheme.gov.in/schemes/sndaygbocwwb,"The “Shree Nanaji Deshmukh Awas Yojana” is implemented by the Gujarat Building and Other Construction Worker’s Welfare Board (GBOCWWB), Labour, Skill Development & Employment Department, Government of Gujarat. In urban areas, where EWS/LIG houses have been allotted by the Local Self-Government Organization/Urban Development Authority and Gujarat Housing Board under the Chief Minister/Prime Minister Awas Yojana, the benefit of this scheme is given once per family to the construction worker registered in the board.","Under the scheme, financial assistance of ₹1,60,000/- is provided to registered construction workers."
https://www.myscheme.gov.in/schemes/gvmccgs,"Introduced in the year 2015-16, the scheme ""Goa Village & Municipal Child Committee Grants and Awards Scheme (GVMCCGS)"" covers all the Village and Municipal Child Committees set up under","Amount:An annual financial grant of ₹ 10,000/- towards administrative expenses incurred on organizing the activities of the Committee.Instalments:The grant will be released in a single instalment within three months.Mode:All payments will be made only through electronic transfers favouring the local body concerned."
https://www.myscheme.gov.in/schemes/fcsv,"The Foster Care Scheme (Vatsalaya) is being implemented by the Department of Women & Child Development, Government of Goa to provide temporary/substitute care for children in difficult circumstances, whose parents are unable to care for them due to illness, death, and desertion of one parent or any emotional crisis.","(payable to the foster families on the basis of the assessment of the Child Care Coordinator)﻿Foster Care Allowance₹ 2,500/- per month.(The children who are Beneficiaries of the Dayanand Social Security Scheme shall not be eligible for Foster Care Allowances)﻿Maintenance AllowanceAge Group: 0 to 6 years; Amount: ₹ 1,500/- per monthAge Group: 6 to 14 years; Amount: ₹ 2,000/- per monthAge Group: 14 to 18 years; Amount: ₹ 2,500/- per month"
https://www.myscheme.gov.in/schemes/tlmvvcs,"The “Tripura Lynching/Mob Violence Victim Compensation Scheme” was launched by the Home Department, Government of Tripura on 14th August 2018 for providing fund for the purpose of compensation to the victim or his dependents who have suffered loss or injury as a result of lynching/mob violence and who require rehabilitation. This scheme was formulated in pursuance of the order issued by the Hon'ble Supreme Court on 17.07.2018 in disposing of Writ Petition (Civil) No.754 of 2016.","Minimum amount of compensation for the victims of lynching/mob violence:Sl. No.Description of injuries/lossQuantum of compensation1Death₹4 Lakhs2Permanent Disability (80% or more)₹2 Lakhs3Partial disability (40% to 80%)₹1 Lakh4Fully damaged/destroyed house₹95,000/­-5(i)	Pucca House/ Shop/Commercial Establishment.₹95,000/­ -6(ii) Kutcha House / Shop/Commercial Establishment₹50,000/-7Partially damaged/ destroyed house₹5,000/­-8(i)	Pucca House/ Shop/ Commercial Establishment.₹5,000/­-9(ii) Kutcha House/ Shop/ Commercial Establishment.₹3,000/­-10Damaged/destroyed Huts₹4,000/- per Hut (Hut means a temporary, makeshift unit, inferior to Kutcha House, made of thatch, mud, plastic sheets, etc. traditionally recognized as a hut by the State / District AuthoritiesQuantum of compensation:The quantum of compensation to be awarded to the victim or his dependents based on the loss caused to the victim, medical expenses to be incurred on treatment, minimum sustenance amount required for rehabilitation including such incidental charges as funeral expenses, etc. subject to the limit as per schedule. The compensation may vary from case to case depending on the facts of each case, but shall not exceed the amount specified in the schedule.In case of death/permanent disability/loss of property and interim relief is to be provided to the victim or the next of kin within a period of 30 days of the incident of mob violence/lynching.Compensation received by the victim or dependent from the State in relation to the crime in question, namely, insurance, ex-gratia, and/or payment received under any other Act or State-run scheme, shall be considered as part of the compensation amount under this scheme and if the eligible compensation amount exceeds the payments received by the victim from collateral sources mentioned above, the balance amount shall be paid out of Fund.To alleviate the suffering of the victim, first aid facility or medical treatment is to be made available free of cost provided a maximum limit of ₹1.00 lakh on the certificate of the Police officer not below the rank of the Officer-in-Charge of the Police Station or Magistrate of the area concerned, or any other interim relief as deem fit."
https://www.myscheme.gov.in/schemes/tmvcs,"The Meghalaya Victim Compensation Scheme, 2022 is a social welfare scheme introduced by the Social Welfare Department, Govt. of Meghalaya. Under this scheme, financial assistance to the victim along with support services such as shelter, counseling, medical aid, legal assistance, education, and vocational training depend upon the needs of the victim. The scheme shall apply to the victims and their dependent(s), or the member(s) of the family of the victim, who have suffered loss, or injury as the case may be, as a result of the crime and who require rehabilitation.","1. Particular of Loss or Injury: Loss of LifeAge Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 10,00,000﻿2. Particular of Loss or Injury: Loss of LifeAge Limit (if any): Age above 40 years and up to 60 years; Compensation (in ₹): 7,00,000﻿3. Particular of Loss or Injury: Loss of LifeAge Limit (if any): Age above 60 years; Compensation (in ₹): 5,00,000﻿4. Particular of Loss or Injury: Gang RapeAge Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 10,00,000.﻿5. Particular of Loss or Injury: RapeAge Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.﻿6. Particular of Loss or Injury: Unnatural Sexual AssaultAge Limit (if any): NA; Compensation (in ₹): Minimum 4,00,000 and Maximum 7,00,000.﻿7. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 5,00,000﻿8. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000﻿9. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 80% permanent disability of above.Age Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000﻿10. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disabilityAge Limit (if any): 40 years or below 40 years; Compensation (in ₹): 4,00,000﻿11. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disabilityAge Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 3,00,000﻿12. Particular of Loss or Injury: Loss of any Limb or part of body resulting in 40% and below 80% permanent disabilityAge Limit (if any): Age 60 years and above; Compensation (in ₹): 2,00,000﻿13. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disabilityAge Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 3,00,000﻿﻿14. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disabilityAge Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 2,00,000﻿15. Particular of Loss or Injury: Loss of any Limb or part of body resulting in above 20% and below 40% permanent disabilityAge Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,000﻿16. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.Age Limit (if any): Age 40 years or below 40 years; Compensation (in ₹): 2,00,000﻿17. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.Age Limit (if any): Age of 41 years and up to 59 years; Compensation (in ₹): 1,50,000﻿18. Particular of Loss or Injury: Loss of any limb or part of body resulting in below 20% permanent disability.Age Limit (if any): Age 60 years and above; Compensation (in ₹): 1,00,00019. Particular of Loss or Injury: Grievous physical injury or any mental injury requiring rehabilitationAge Limit (if any): NA; Compensation (in ₹): Minimum 1,00,000 and Maximum 2,00,000﻿20. Particular of Loss or Injury: Loss of Foetus i.e., Miscarriage as a result of Assault or loss of fertility.Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000﻿21. Particular of Loss or Injury: In case of pregnancy on account of rapeAge Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000﻿22. Particular of Loss or Injury: Victims of Burning: In case of disfigurement of caseAge Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000﻿23. Particular of Loss or Injury: Victims of Burning: In case of more than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000﻿24. Particular of Loss or Injury: Victims of Burning: In case of injury less than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 7,00,000﻿25. Particular of Loss or Injury: Victims of Burning: In case of less than 20%Age Limit (if any): NA; Compensation (in ₹): Minimum 2,00,000 and Maximum 3,00,000﻿26. Particular of Loss or Injury: Victims of Acid Attack: In case of disfigurement of face.Age Limit (if any): NA; Compensation (in ₹): Minimum 7,00,000 and Maximum 8,00,000﻿27. Particular of Loss or Injury: Victims of Acid Attack: In case of injury more than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 5,00,000 and Maximum 8,00,000﻿28. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 50%Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 5,00,000﻿29. Particular of Loss or Injury: Victims of Acid Attack: In case of injury less than 20%Age Limit (if any): NA; Compensation (in ₹): Minimum 3,00,000 and Maximum 4,00,000﻿30. Particular of Loss or Injury: Physical abuse of minorAge Limit (if any): NA; Compensation (in ₹): 2,00,000﻿31. Particular of Loss or Injury: Rehabilitation of victims of Human TraffickingAge Limit (if any): NA; Compensation (in ₹): 1,00,000﻿32. Particular of Loss or Injury: Sexual assault (excluding rape)Age Limit (if any): NA; Compensation (in ₹): 2,00,000﻿33. Particular of Loss or Injury: Women victim of cross border firing: Dead or permanent disability (80% or more)Age Limit (if any): NA; Compensation (in ₹): 2,00,000﻿34. Particular of Loss or Injury: Women victim of cross border firing: Partial disability (40% to 80%)Age Limit (if any): NACompensation (in ₹): 1,00,000﻿35. Particular of Loss or Injury: Women victim of cross border firing: Below 40%Age Limit (if any): NA; Compensation (in ₹): 50.000/-"
https://www.myscheme.gov.in/schemes/auscstpaa,"The scheme “Assistance under SC/ST Prevention of Atrocities Act” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to provide immediate relief to the victims of atrocities who are from Scheduled Castes/ Scheduled Tribes.","Payment of Relief, Compensation for Loss, and Rehabilitation."
https://www.myscheme.gov.in/schemes/rpa,Not Found,Not Found
https://www.myscheme.gov.in/schemes/sg,Not Found,Not Found
https://www.myscheme.gov.in/schemes/llbip,Not Found,Not Found
https://www.myscheme.gov.in/schemes/nya,Not Found,Not Found
https://www.myscheme.gov.in/schemes/ddskpdfs,Not Found,Not Found
https://www.myscheme.gov.in/schemes/inspire-ff,Not Found,Not Found
https://www.myscheme.gov.in/schemes/ai-rtf,Not Found,Not Found
https://www.myscheme.gov.in/schemes/vajra,Not Found,Not Found
https://www.myscheme.gov.in/schemes/tdupw,Not Found,Not Found
https://www.myscheme.gov.in/schemes/spytis-ii,Not Found,Not Found
https://www.myscheme.gov.in/schemes/sjfs,Not Found,Not Found
https://www.myscheme.gov.in/schemes/prowis-ii,Not Found,Not Found
https://www.myscheme.gov.in/schemes/vaibhav,Not Found,Not Found
https://www.myscheme.gov.in/schemes/sire,Not Found,Not Found
https://www.myscheme.gov.in/schemes/tkgthe,Not Found,Not Found
https://www.myscheme.gov.in/schemes/sspftws,Not Found,Not Found
https://www.myscheme.gov.in/schemes/ag,Not Found,Not Found
https://www.myscheme.gov.in/schemes/doh,Not Found,Not Found
https://www.myscheme.gov.in/schemes/safaew-bcew,Not Found,Not Found
https://www.myscheme.gov.in/schemes/pmkvy-stt,Not Found,Not Found
https://www.myscheme.gov.in/schemes/mgnrega,Not Found,Not Found
https://www.myscheme.gov.in/schemes/pmkvy-rpl,Not Found,Not Found
https://www.myscheme.gov.in/schemes/pmegp,Not Found,Not Found
https://www.myscheme.gov.in/schemes/ksdcs,Not Found,Not Found
https://www.myscheme.gov.in/schemes/fadsp1012e,Not Found,Not Found
https://www.myscheme.gov.in/schemes/skerala,Not Found,Not Found
https://www.myscheme.gov.in/schemes/sgassobcaniphsaislecxixii,Not Found,Not Found
https://www.myscheme.gov.in/schemes/nfbsup,Not Found,Not Found
https://www.myscheme.gov.in/schemes/dacsspostmsebcs,Not Found,Not Found
https://www.myscheme.gov.in/schemes/owjws,Not Found,Not Found
https://www.myscheme.gov.in/schemes/sapaandsdasdsggiapfafsd,Not Found,Not Found
https://www.myscheme.gov.in/schemes/js-esdcv,Not Found,Not Found
https://www.myscheme.gov.in/schemes/nn,"The ""","The inmates are provided care and protection in the institutions.Besides food, shelter, bedding & clothing are also provided.For school-going destitute girls free education is provided in addition to other facilities.The children accompanying the mothers will be entitled to admission subject to the condition that male children after they attain the age of 8 years shall be transferred to Bal Ashrams.The inmate shall remain in the institution till they are rehabilitated/get married/ covered under any schemes for employment and self-employment."
https://www.myscheme.gov.in/schemes/airavata,"This scheme envisages partnership with corporate aggregators like OLA and UBER to facilitate self-employment of rural youth through Radio Taxi and other successful cab transport ventures. Rural youth from SC/ST communities will be provided training, mentoring and other financial assistance to ensure secure and enhanced livelihoods. A subsidy of Rs. 5,00,000 will be offered to beneficiary to purchase a light motor vehicle through which not only will the beneficiary generate revenue but also it reduces the burden of EMI on the beneficiary.",Beneficiary: Unemployed youthThe beneficiaries will get up to rupees 5 lakh subsidy and financial help from the government side.The Karnataka government will cover around 1000 SC/ST Taxi drivers and this Airavata scheme.When other state social welfare department dr. Bhimrao Ambedkar Development Corporation can work together with the government to provide the full benefit of the SC-ST community.This will help people to become self-dependent and provide the opportunity of employment.Due to covid-19 who have lost their jobs can now become an entrepreneur.Karnataka Airavata Taxi scheme uh uh often the opportunity of self-employment for poor peoples.The government will invest around 225 crore rupees in this Yojana.The Madiga and its related community in Karnataka will be able to make their life more secure.The beneficiaries will get a 50% subsidy on the scheme.The remaining money should be arranged by the applicants.
https://www.myscheme.gov.in/schemes/sasjfopfc,"The scheme “Scheme for Award of Senior/Junior Fellowships to Outstanding Persons in the Fields of Culture” was launched by the Ministry of Culture, Government of India. The objective of the scheme is to provide facilities and opportunities to the artists in the fields of creative arts or for the revival of some of our traditional forms of art. The scheme would also cover artistes in rural/tribal areas. The fellowships are awarded for undertaking research oriented projects.","Under this Scheme 200 of each of the Junior and Senior Fellows are selected every year.The stipend of ₹20,000/- per month will be given to each artist under the senior fellowships for a period of two years in the age group of above 40 years.The stipend of ₹10,000/- per month will be given to each artist under the junior fellowships for a period of two years in the age group of 25-40 years.In addition, there could be a one-time grant up to a maximum of ₹20,000/- or 50% of the cost of the publication, whichever is less, for the publication of selected Project documents. This will be restricted to 20% of the awardees.Note:The fellowships are awarded for undertaking research-oriented projects. The applicant should provide evidence of his/her capabilities in undertaking the project."
https://www.myscheme.gov.in/schemes/fesmwpnie,INTRODUCTION,"Medals at Olympics, World Championship (more than 20 countries)Tuition Fee and Other Funds:Bachelor's degree: Actual; PG: Actual; Diploma: Actual; PG Degree: Actual; M. Phil: Rs. 7500/- per month + Actual; Ph.D.: As per with JRF scale (UGC); MBA orother professional courses (*): Rs. 7500/- per month + Actual.Hostel Facilities (Boarding and Lodging):ActualAllowances for special courses abroad:As per Govt of India’s normsKit:Rs. 15000 per annum﻿Participations at Olympics, World Championship (more than 20 countries); Medal at Common Wealth, Asian, Afro-Asian GamesTuition Fee and Other Funds:Bachelor's degree: Actual; PG: Actual; Diploma: Actual; PG Degree: Actual; M. Phil: Rs. 7500/- per month + Actual; Ph.D.: As per with JRF scale (UGC); MBA orother professional courses (*): Rs. 7500/- per month + Actual.Hostel Facilities (Boarding and Lodging):ActualAllowances for special courses abroad:As per Govt of India’s normsKit:Rs. 15000 per annum﻿Participation at World Championship (less than 20 countries), CommonWealth, Asian, and Afro-Asian, Games; Medal at Asian Championship (excluding Asian games)Tuition Fee and Other Funds:Bachelor's degree: Actual; PG: Actual; Diploma: Actual; PG Degree: Actual; M. Phil: Rs. 7500/- per month + Actual; Ph.D.: As per with JRF scale (UGC); MBA orother professional courses (*): Rs. 7500/- per month + Actual.Hostel Facilities (Boarding and Lodging):ActualAllowances for special courses abroad:As per Govt of India’s normsKit:Rs. 10000 per annum﻿Participation at Asian Championship, World university games; Medal at SAF GamesTuition Fee and Other Funds:Bachelor's degree: Actual; PG: Actual; Diploma: Actual; PG Degree: Actual; M. Phil: Rs. 7500/- per month + Actual; Ph.D.: As per with JRF scale (UGC); MBA orother professional courses (*): Rs. 7500/- per month + Actual.Hostel Facilities (Boarding and Lodging):ActualAllowances for special courses abroad:As per Govt of India’s normsKit:Rs. 7500 per annum﻿Participation at SAF Games; Medal at National level CompetitionsTuition Fee and Other Funds:Bachelor's degree: 75% of Actual; PG: 75% of Actual; Diploma: 75% of Actual; PG Degree: 75% of Actual; M. Phil: Rs. 5000/- per month + Actual; Ph.D.: Rs. 7500/- per month +Actual; MBA or other professional courses (*):Rs. 5000/- per month + Actual.Hostel Facilities (Boarding and Lodging):ActualAllowances for special courses abroad:As per Govt of India’s normsKit:Rs. 6000 per annum﻿(i) The pattern of assistance will be as per the chart mentioned above depending upon the level of performance of the concerned sportsperson.(ii) The financial assistance depending upon the eligibility will be reimbursed by the UGC to the university concerned. The university will be responsible for submitting all relevant documents as per the guidelines and the proformas of the scheme.(iii) For the loss of the classes of the concerned sports persons because of their engagement in sporting activity, the university concerned will make special efforts in terms of completion of syllabus and attendance."
https://www.myscheme.gov.in/schemes/tawfa,"The scheme ""The Artist Welfare Fund of Assam"" is a scheme of financial asssistance by the Assam State Film (Finance and Development) Corporation, Department of Cultural Affairs, Govt. of Assam. The scheme extednds to the whole of Assam.","Limit of Financial Grant for various disease﻿1.	Cancer: ₹ 50,000.002.	Kidney Transplant or Total Kidney Failure: ₹ 50,000.003.	Heart Pacemaker / Bypass: ₹ 20,000.004.	Death: To be decided by the Board5.	Disability due to Accident: To be decided by the Board6.	Others"
https://www.myscheme.gov.in/schemes/fadbtac,"The scheme “Financial Assistance for Development of Buddhist/Tibetan Arts and Culture” was launched by the Ministry of Culture, Government of India to provide financial assistance to voluntary Buddhist/Tibetan organizations including Monasteries engaged in the propagation and scientific development of Buddhist/Tibetan culture, tradition and research in related fields.","Financial assistance is given for all or any of the items listed below up to a maximum of ₹30.00 lakhs per year for any single organization:Sl. No.ItemsMaximum amount per annum1Maintenance (Salary of staff, Off. Exp/Misc. exp)₹5,00,000/-2Research Project on the Promotion of Buddhist/Tibetan Art and Culture₹2,00,000/-3Purchase of books, documentation, and cataloging relating to Buddhism₹5,00,000/-4Award of scholarships to monk/nunnery students₹5,00,000/-5Holding special courses on the promotion of Buddhist/Tibetan Art and Culture₹2,00,000/-6Audio- Visual Recording/ Documentation/ Archiving of the traditional materials for the preservation and dissemination of Buddhist Art & Culture₹5,00,000/-7IT upgradation and IT-enabled Teaching/ Training aids for monastic/nunnery schools₹5,00,000/-8Transport facilities for monastic/nunnery schools and monasteries located in remote areas₹5,00,000/-9Salary of teachers where the organization is running a school imparting monastic/ nunnery education₹5,00,000/-10Repairs, restoration, and renovation of ancient monasteries and Heritage Buildings associated with Buddhism₹30,00,000/-11Construction/Repairs/Extension with toilet and drinking water for Class Rooms, School Buildings, Hostels, and Training Centres which are focused on Buddhist/ Tibetan Art and Culture as well as skill development of traditional crafts for monastic/nunnery school₹30,00,000/-Note 01:In case of the organizations of all-India character and running a school for imparting monastic education, financial assistance may be given beyond the ceiling, on the recommendation of the Expert Advisory Committee, and approved by the Minister (Culture) in consultation with the FA, Ministry of Culture.Note 02:The maximum grant admissible to an organization would be 75% of the total expenditure to be incurred on any item subject to the maximum ceiling fixed. The remaining 25% expenditure or more should be met by the State Govt./U.T. Administration failing which the grantee organization could contribute the amount from their resources.Note 03:In the case of North-Eastern States and Sikkim, funding will be shared between the Government of India and the State Government in the ratio of 90:10 respectively failing which the grantee organization could contribute from their own resources."
https://www.myscheme.gov.in/schemes/suurg,"The “Scheme for Upliftment of Utsavi Rangabhumi of Goa” has been designed by the Directorate of Art and Culture, Government of Goa with the objective of encouraging the festival theatre of Goa which is known as “Gomantakiya Utsavi Rangabhumi”. This form of theatre has an illustrious tradition of presenting plays during festivals in the villages. Most of the renowned actors of this motherland have a history of performing their first character role on Utsavi Rangabhumi, wherein more than 1000 plays were performed on the occasion of village deities’ festivals all over Goa. The financial support and motivation from the government through this scheme could bring the festive theatre to its original glory.","Nature and Quantum of AssistanceFinancial assistance for the production of prose play will be a maximum of ₹ 20,000/- or 75% of the actual cost, whichever is less. However, the same could be decided by the selection committee from time to time depending upon the type of the play.Financial assistance for the production of the Sangeet play will be a maximum of ₹ 30,000/- or 75% of the actual cost, whichever is less. However, the selection committee may suggest the quantum from time to time.The department may identify a few groups for providing directional support. In this case, fees of the directors and technical experts, including the duration of short-term production workshops will be decided by the Government from time to time. Undertaking in this regard from the concerned devasthan/traditional village institution/village committee shall be required to be submitted.The selection committee may recommend an amount of ₹ 3,000/- to the scriptwriter for his new script if desired, based on the quality of the play.﻿[NOTE:The village theatre groups could apply for financial assistance towards prose as well for sangeet natak. However, no group will get financial assistance for more than one play per year]"
https://www.myscheme.gov.in/schemes/fss,The Film Finance Scheme of Assam plays a crucial role in boosting the regional film industry by providing financial support to filmmakers. It aims to promote the creation of high-quality films that showcase the rich cultural heritage and talent of Assam. The scheme recognizes the importance of cinema as a powerful medium of storytelling and seeks to encourage local filmmakers to produce engaging and impactful content.,"•	Financial assistance at different stages of film production, including script development, pre-production, production, post-production, marketing, and distribution.•	Support for both feature films and documentaries.•	Access to professional guidance and expertise.•	Opportunities for exposure and recognition within the industry.﻿"
https://www.myscheme.gov.in/schemes/spfappbga,"""Scheme to Provide Financial Assistance to the Publishers for Publishing Books of Goan Authors""  by the Directorate of Art and Culture, Government of Goa, has been designed to promote Goan publishers to provide them with financial support for the publication of books.","Upto 300 books will be purchased, subject to the condition that the total amount should not exceed ₹ 50,000/-.NOTE:The publisher shall give a minimum 15% discount on the price of the book."
